               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.050108,            0.020143,           0.0019709,             0.86164,             0.75978,             0.80488,             0.41945,            0.059181,            0.027926,             0.01297,            0.004687,            0.004687,            0.004687
                 163,             0.05157,            0.025236,           0.0019852,             0.87265,             0.67812,             0.75599,             0.41583,            0.059259,            0.027521,            0.014103,            0.004654,            0.004654,            0.004654
                 164,            0.051059,            0.022645,           0.0020442,             0.83505,             0.71506,             0.77275,             0.40143,            0.059211,            0.027867,            0.014707,            0.004621,            0.004621,            0.004621
                 165,            0.051343,            0.021182,           0.0015836,             0.87333,              0.6843,             0.75841,             0.38498,            0.059872,            0.027847,            0.015053,            0.004588,            0.004588,            0.004588
                 166,            0.053971,            0.024954,           0.0025418,             0.85911,             0.73491,             0.76407,             0.38226,            0.059923,            0.027803,            0.014585,            0.004555,            0.004555,            0.004555
                 167,            0.052299,             0.02052,           0.0023769,             0.84137,             0.74299,             0.76772,             0.37277,            0.060495,            0.027578,            0.013948,            0.004522,            0.004522,            0.004522
                 168,            0.051962,            0.023571,           0.0017447,             0.88116,             0.78647,             0.81032,             0.40948,            0.059411,            0.026845,            0.012565,            0.004489,            0.004489,            0.004489
                 169,            0.051041,            0.021268,           0.0022016,             0.85818,             0.78513,             0.80407,             0.39519,            0.059897,            0.026985,            0.011868,            0.004456,            0.004456,            0.004456
                 170,            0.052832,            0.021609,           0.0015486,             0.91191,             0.80802,             0.82062,             0.37969,            0.059299,            0.026955,            0.011939,            0.004423,            0.004423,            0.004423
                 171,             0.05146,            0.021097,           0.0020537,             0.92026,             0.81114,             0.82731,             0.42537,            0.058087,            0.026651,             0.01148,             0.00439,             0.00439,             0.00439
                 172,            0.048225,            0.021071,           0.0016148,             0.90324,             0.78325,              0.8238,             0.43525,            0.058252,            0.026578,            0.011403,            0.004357,            0.004357,            0.004357
                 173,            0.049238,            0.019883,           0.0015536,             0.85868,             0.75666,             0.79373,             0.41842,            0.058644,            0.026949,            0.011339,            0.004324,            0.004324,            0.004324
                 174,            0.048749,            0.024053,           0.0016595,             0.86636,             0.75647,             0.79215,             0.42384,            0.058778,            0.026736,            0.011344,            0.004291,            0.004291,            0.004291
                 175,            0.050579,            0.023553,           0.0015633,             0.89467,             0.75666,              0.7928,             0.41717,             0.05879,            0.026998,            0.011486,            0.004258,            0.004258,            0.004258
                 176,            0.050865,            0.024076,           0.0014171,             0.89439,             0.75666,              0.7953,             0.43246,            0.057838,            0.026514,            0.011306,            0.004225,            0.004225,            0.004225
                 177,            0.049797,            0.022648,           0.0023018,             0.89558,             0.76473,             0.79847,             0.42086,            0.058797,            0.026842,            0.011519,            0.004192,            0.004192,            0.004192
                 178,            0.049684,            0.020518,           0.0014743,             0.89482,             0.77279,             0.82277,             0.42762,            0.058095,            0.026498,             0.01126,            0.004159,            0.004159,            0.004159
                 179,            0.052196,            0.022213,           0.0017597,             0.87866,             0.73886,             0.80175,             0.39371,            0.059214,            0.026704,            0.011727,            0.004126,            0.004126,            0.004126
                 180,            0.054919,            0.024794,           0.0017016,             0.89311,             0.73668,             0.81024,             0.40244,            0.058587,            0.026466,            0.011634,            0.004093,            0.004093,            0.004093
                 181,            0.052709,            0.020502,           0.0019743,             0.89194,             0.72125,             0.78858,             0.44801,            0.056698,            0.026404,            0.011861,             0.00406,             0.00406,             0.00406
                 182,            0.049469,             0.02409,           0.0015223,             0.89848,             0.72925,              0.7993,             0.41899,            0.057431,            0.026218,            0.011889,            0.004027,            0.004027,            0.004027
                 183,            0.049317,            0.021838,            0.001423,             0.88215,             0.70887,             0.78257,             0.40648,            0.059587,            0.026591,            0.011787,            0.003994,            0.003994,            0.003994
                 184,            0.052895,             0.02014,           0.0020705,             0.89429,             0.74386,             0.82432,             0.40236,            0.058996,            0.026396,            0.011361,            0.003961,            0.003961,            0.003961
                 185,             0.05478,            0.024183,           0.0022382,             0.82991,             0.77279,             0.79541,             0.40957,            0.058599,            0.026556,            0.011366,            0.003928,            0.003928,            0.003928
                 186,            0.051904,            0.026171,           0.0019814,             0.89218,             0.71791,              0.7872,              0.4053,            0.058981,            0.026754,             0.01293,            0.003895,            0.003895,            0.003895
                 187,            0.052915,            0.024831,           0.0016214,             0.86992,             0.70757,             0.76506,             0.40752,            0.057703,            0.026902,            0.014078,            0.003862,            0.003862,            0.003862
                 188,            0.048451,            0.020724,           0.0017894,             0.86261,             0.73738,             0.78723,             0.40016,            0.058092,            0.027129,            0.014076,            0.003829,            0.003829,            0.003829
                 189,            0.048072,             0.02425,             0.00181,             0.89409,             0.67664,             0.77242,             0.42281,            0.057687,            0.027002,            0.014257,            0.003796,            0.003796,            0.003796
                 190,            0.048165,            0.021221,           0.0016539,             0.88384,             0.70744,             0.79203,             0.40475,            0.058697,            0.026965,            0.013561,            0.003763,            0.003763,            0.003763
                 191,            0.050229,            0.022922,           0.0016389,             0.87643,             0.70612,             0.77383,             0.41604,            0.059512,            0.027237,            0.013085,             0.00373,             0.00373,             0.00373
                 192,            0.047805,            0.019464,           0.0014356,             0.90524,             0.67757,             0.76866,              0.4124,             0.05823,             0.02717,            0.012763,            0.003697,            0.003697,            0.003697
                 193,            0.048775,            0.021026,           0.0020063,               0.909,             0.67777,             0.75619,              0.4053,            0.058602,             0.02747,            0.013154,            0.003664,            0.003664,            0.003664
                 194,            0.048306,            0.023829,           0.0013597,             0.90791,             0.67777,             0.75815,             0.39457,            0.058659,            0.027563,            0.013244,            0.003631,            0.003631,            0.003631
                 195,            0.048449,            0.021078,           0.0014445,             0.90806,             0.67777,              0.7655,             0.40151,            0.059359,            0.027858,            0.013089,            0.003598,            0.003598,            0.003598
                 196,            0.048477,             0.02235,           0.0014028,             0.90142,             0.67777,             0.76736,             0.39604,            0.058206,             0.02771,            0.013264,            0.003565,            0.003565,            0.003565
                 197,            0.047097,            0.019551,           0.0015586,             0.90386,             0.67777,             0.77254,             0.40479,            0.058638,            0.028049,             0.01351,            0.003532,            0.003532,            0.003532
                 198,            0.047801,            0.021111,           0.0021499,              0.8813,             0.77255,             0.79675,             0.40482,            0.058684,            0.027887,            0.013387,            0.003499,            0.003499,            0.003499
                 199,            0.047723,            0.024097,           0.0014477,             0.90872,             0.75027,             0.79508,             0.41709,             0.05828,            0.027745,            0.013688,            0.003466,            0.003466,            0.003466
                 200,            0.050224,            0.020113,           0.0017428,             0.91753,             0.75715,             0.80167,             0.39165,            0.060151,            0.027898,            0.013891,            0.003433,            0.003433,            0.003433
                 201,             0.05086,            0.021147,           0.0015676,             0.90182,             0.72125,             0.77494,             0.40007,            0.058862,             0.02808,            0.014275,              0.0034,              0.0034,              0.0034
                 202,            0.048087,            0.020449,          0.00096676,              0.9173,             0.75527,             0.78789,             0.40749,            0.058581,            0.027635,            0.014125,            0.003367,            0.003367,            0.003367
                 203,            0.050143,            0.022338,           0.0015138,              0.9061,             0.72126,             0.77715,             0.41869,            0.058698,            0.027663,             0.01402,            0.003334,            0.003334,            0.003334
                 204,            0.048807,             0.02048,             0.00186,             0.90024,             0.75874,             0.79162,             0.40998,            0.059112,            0.027204,            0.014014,            0.003301,            0.003301,            0.003301
                 205,            0.048445,            0.021343,           0.0017039,             0.87892,             0.72931,             0.77185,             0.42761,            0.057725,            0.027056,            0.014521,            0.003268,            0.003268,            0.003268
                 206,            0.047963,            0.020051,           0.0016555,             0.90922,             0.67519,             0.76269,              0.4174,            0.058107,            0.026795,            0.014599,            0.003235,            0.003235,            0.003235
                 207,            0.047022,            0.022376,           0.0014707,             0.83164,             0.72931,             0.77289,             0.42082,            0.057844,            0.026755,             0.01401,            0.003202,            0.003202,            0.003202
                 208,            0.046919,            0.018967,           0.0010425,             0.89404,             0.74765,             0.79132,             0.42444,            0.057863,            0.026708,            0.013883,            0.003169,            0.003169,            0.003169
                 209,             0.04821,            0.021634,           0.0013719,               0.877,             0.75102,             0.78716,             0.39789,            0.058585,            0.026596,             0.01414,            0.003136,            0.003136,            0.003136
                 210,            0.047731,            0.019781,           0.0017489,              0.8544,             0.70708,              0.7654,             0.40704,            0.058247,            0.026666,            0.014268,            0.003103,            0.003103,            0.003103
                 211,            0.046253,            0.020917,           0.0013589,             0.88782,             0.70757,             0.76593,             0.40818,            0.058118,            0.026422,            0.014943,             0.00307,             0.00307,             0.00307
                 212,            0.048873,            0.022187,           0.0016435,             0.87256,             0.75056,             0.79159,             0.40673,            0.058937,            0.026384,            0.014826,            0.003037,            0.003037,            0.003037
                 213,            0.049258,             0.02301,            0.001512,             0.81708,             0.75105,             0.77522,             0.41662,            0.057499,            0.026342,            0.014704,            0.003004,            0.003004,            0.003004
                 214,            0.046709,            0.021768,           0.0016531,             0.88942,             0.70047,             0.77781,             0.40558,             0.05755,            0.026267,            0.014951,            0.002971,            0.002971,            0.002971
                 215,            0.045724,            0.020876,           0.0015097,             0.89929,             0.67777,             0.76961,              0.4148,            0.057876,            0.026334,            0.015211,            0.002938,            0.002938,            0.002938
                 216,             0.04558,            0.024231,           0.0012384,              0.9016,             0.67742,             0.77597,             0.41945,            0.057678,            0.026245,            0.015132,            0.002905,            0.002905,            0.002905
                 217,            0.046585,             0.02167,           0.0016117,             0.89923,             0.72351,             0.79477,             0.41385,            0.057454,            0.026296,            0.014596,            0.002872,            0.002872,            0.002872
                 218,            0.045554,            0.021162,           0.0012759,             0.90383,             0.69564,             0.78104,             0.42364,            0.057986,            0.026411,            0.014333,            0.002839,            0.002839,            0.002839
                 219,            0.046145,            0.020988,          0.00078678,             0.88176,             0.75847,             0.80406,              0.3892,            0.058571,            0.026325,            0.014088,            0.002806,            0.002806,            0.002806
                 220,            0.046779,            0.022301,           0.0012493,              0.9116,             0.69941,              0.7797,             0.42332,            0.057452,            0.026233,            0.013964,            0.002773,            0.002773,            0.002773
                 221,            0.046489,            0.022122,           0.0013243,             0.90763,             0.73892,             0.80094,             0.40561,            0.058382,             0.02619,            0.013469,             0.00274,             0.00274,             0.00274
                 222,            0.048191,            0.021614,           0.0014203,             0.87791,             0.71662,              0.7825,             0.42893,            0.057936,            0.026275,            0.013124,            0.002707,            0.002707,            0.002707
                 223,            0.046892,             0.02046,           0.0012427,             0.90185,             0.74292,             0.80268,             0.42232,            0.057443,            0.026024,            0.013133,            0.002674,            0.002674,            0.002674
                 224,            0.046207,            0.025978,           0.0017616,              0.9107,             0.76787,             0.80912,             0.39088,             0.05859,            0.026337,            0.012939,            0.002641,            0.002641,            0.002641
                 225,            0.046897,            0.023105,          0.00098683,             0.88066,              0.7367,             0.78037,             0.41872,             0.05747,            0.026448,            0.012959,            0.002608,            0.002608,            0.002608
                 226,            0.046774,            0.023726,           0.0014397,               0.876,             0.74283,             0.77786,             0.42873,            0.057338,            0.026482,            0.012991,            0.002575,            0.002575,            0.002575
                 227,            0.045603,            0.021548,           0.0013942,              0.8813,             0.73492,             0.77432,             0.42463,            0.057644,            0.026604,            0.013337,            0.002542,            0.002542,            0.002542
                 228,            0.044558,            0.020084,           0.0010341,             0.89696,             0.75666,             0.79488,             0.41293,            0.057774,            0.026776,            0.013578,            0.002509,            0.002509,            0.002509
                 229,              0.0442,             0.02395,           0.0010254,             0.87398,             0.74298,             0.77519,             0.41556,            0.057636,            0.027019,              0.0139,            0.002476,            0.002476,            0.002476
                 230,            0.045338,             0.01909,           0.0010919,             0.90025,             0.74787,             0.79085,             0.41408,            0.058148,            0.027028,            0.014208,            0.002443,            0.002443,            0.002443
                 231,            0.046784,            0.020593,            0.001245,              0.8592,             0.75095,             0.77147,             0.41184,            0.057666,            0.027067,            0.014382,             0.00241,             0.00241,             0.00241
                 232,            0.043709,            0.023433,           0.0012974,             0.85368,             0.74976,             0.76695,             0.40726,            0.057549,            0.027005,            0.014573,            0.002377,            0.002377,            0.002377
                 233,             0.04441,            0.020357,          0.00091045,             0.88687,             0.71316,              0.7642,             0.40646,            0.057916,            0.027294,            0.014625,            0.002344,            0.002344,            0.002344
                 234,            0.044664,            0.021692,           0.0015135,             0.87672,             0.72111,             0.76089,             0.41091,            0.057418,            0.027236,            0.015089,            0.002311,            0.002311,            0.002311
                 235,            0.043611,            0.021967,           0.0010016,              0.8866,              0.7293,             0.75932,             0.41217,            0.057545,            0.027186,            0.015301,            0.002278,            0.002278,            0.002278
                 236,            0.043619,            0.019779,           0.0014096,             0.87833,             0.72125,             0.75137,             0.41397,            0.057438,            0.027299,            0.015562,            0.002245,            0.002245,            0.002245
                 237,            0.043396,            0.020601,           0.0012021,             0.87799,             0.72114,             0.75147,             0.42365,              0.0572,            0.027168,             0.01571,            0.002212,            0.002212,            0.002212
                 238,            0.043605,            0.022692,           0.0011225,             0.88852,              0.7293,             0.76083,              0.4007,            0.057734,            0.027279,            0.015506,            0.002179,            0.002179,            0.002179
                 239,            0.045553,            0.023625,            0.001213,             0.87937,             0.72125,             0.75604,             0.41335,            0.057432,            0.027518,             0.01542,            0.002146,            0.002146,            0.002146
                 240,            0.043444,            0.020026,           0.0017464,             0.89043,             0.71718,             0.76083,             0.41204,            0.057153,            0.027553,            0.014916,            0.002113,            0.002113,            0.002113
                 241,            0.043926,            0.019412,            0.001354,             0.89015,             0.71519,             0.76273,             0.40378,            0.057294,            0.027693,            0.014879,             0.00208,             0.00208,             0.00208
                 242,             0.04268,            0.019967,          0.00090682,             0.90598,             0.71787,             0.77244,             0.41067,            0.057262,             0.02769,            0.014925,            0.002047,            0.002047,            0.002047
                 243,            0.042212,            0.021184,          0.00097132,             0.90384,             0.69137,               0.765,             0.41059,            0.057271,            0.028049,            0.014879,            0.002014,            0.002014,            0.002014
                 244,            0.043035,            0.021393,          0.00087085,             0.86502,             0.72927,             0.77422,             0.41548,            0.056972,            0.027888,            0.014838,            0.001981,            0.001981,            0.001981
                 245,            0.041584,            0.023023,          0.00084236,             0.89817,             0.71905,             0.77981,             0.42102,            0.056986,            0.027962,            0.015002,            0.001948,            0.001948,            0.001948
                 246,            0.041853,             0.02291,           0.0011648,             0.90248,             0.72924,             0.78283,              0.4046,            0.056576,            0.027984,            0.014925,            0.001915,            0.001915,            0.001915
                 247,            0.040637,            0.022423,            0.001279,              0.9026,             0.72923,             0.78623,             0.41673,            0.056521,            0.027997,            0.014761,            0.001882,            0.001882,            0.001882
                 248,             0.04112,            0.023645,           0.0017318,             0.89991,             0.72924,              0.7839,              0.4187,            0.055636,            0.027981,            0.015164,            0.001849,            0.001849,            0.001849
                 249,            0.040612,            0.019182,           0.0011234,             0.90046,             0.72914,             0.78799,             0.41776,            0.055092,            0.028099,            0.015191,            0.001816,            0.001816,            0.001816
                 250,            0.039353,            0.024652,           0.0012641,             0.90049,             0.72931,             0.79003,              0.4142,            0.054542,            0.028064,            0.015206,            0.001783,            0.001783,            0.001783
                 251,            0.039591,            0.022916,           0.0011623,             0.88666,             0.74391,             0.79402,             0.42391,            0.054157,            0.028004,            0.015181,             0.00175,             0.00175,             0.00175
                 252,            0.039226,            0.024078,           0.0013995,             0.88307,             0.75104,             0.79723,             0.42501,            0.053208,            0.027863,            0.015226,            0.001717,            0.001717,            0.001717
                 253,            0.038692,            0.022143,          0.00093105,             0.88688,             0.74583,             0.79914,             0.42067,            0.052778,             0.02781,            0.015252,            0.001684,            0.001684,            0.001684
                 254,            0.038083,            0.021914,           0.0009977,             0.90201,             0.74915,             0.80672,              0.4266,            0.052439,            0.027802,             0.01537,            0.001651,            0.001651,            0.001651
                 255,            0.037735,             0.02096,           0.0010925,             0.90835,             0.73738,             0.80355,             0.41868,            0.052858,            0.027762,            0.015352,            0.001618,            0.001618,            0.001618
                 256,            0.039321,            0.023296,           0.0010014,             0.90316,             0.73738,             0.80205,              0.4235,            0.052592,            0.027582,            0.015653,            0.001585,            0.001585,            0.001585
                 257,            0.037718,            0.020803,          0.00089449,             0.89703,             0.73723,              0.7962,             0.41858,            0.052906,             0.02769,            0.015753,            0.001552,            0.001552,            0.001552
