               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,             0.10305,            0.029826,            0.018012,             0.29403,              0.3601,              0.2631,            0.066265,              0.1027,            0.030703,            0.025651,            0.054495,            0.054495,            0.091495
                  16,             0.10313,            0.080348,            0.023758,             0.13709,              0.1385,            0.089485,            0.020577,             0.11469,              1.1423,            0.033272,            0.057352,            0.057352,            0.090352
                  17,             0.10579,            0.089621,            0.021662,           0.0016099,            0.032258,          0.00082101,          0.00016081,             0.11713,            0.069919,            0.022773,            0.060137,            0.060137,            0.089137
                  18,             0.10042,            0.073475,            0.021178,           0.0034704,            0.016129,           0.0017253,          0.00017253,             0.12789,             0.18021,            0.023146,             0.06285,             0.06285,             0.08785
                  19,             0.10097,            0.058329,            0.021453,            0.031769,            0.029804,            0.015849,           0.0046347,             0.10678,             0.10035,            0.024198,            0.065491,            0.065491,            0.086491
                  20,            0.090246,             0.05244,            0.021777,           0.0076521,            0.056452,           0.0044344,           0.0013613,              0.1275,              2.7669,             0.05394,             0.06806,             0.06806,             0.08506
                  21,             0.10424,            0.050115,            0.023457,                   0,                   0,                   0,                   0,              0.1313,            0.064994,             0.69658,            0.070557,            0.070557,            0.083557
                  22,             0.10674,            0.053863,            0.021518,                   0,                   0,                   0,                   0,             0.14096,             0.11081,              1.0349,            0.072982,            0.072982,            0.081982
                  23,             0.11366,            0.045388,            0.020322,                   0,                   0,                   0,                   0,             0.14433,             0.24175,              6.0401,            0.075335,            0.075335,            0.080335
                  24,             0.10711,            0.043377,            0.021463,           0.0016941,           0.0080645,          0.00036517,          3.6517e-05,             0.13481,             0.11628,              3.3199,            0.077616,            0.077616,            0.078616
                  25,              0.1033,            0.053202,             0.02178,                   0,                   0,                   0,                   0,             0.12666,             0.93101,             0.40715,              0.0775,              0.0775,              0.0775
                  26,             0.10934,            0.044824,            0.020069,                   0,                   0,                   0,                   0,             0.12858,             0.53686,             0.12473,              0.0775,              0.0775,              0.0775
                  27,             0.10878,            0.048365,            0.022168,                   0,                   0,                   0,                   0,             0.12605,             0.45756,             0.30937,              0.0766,              0.0766,              0.0766
                  28,            0.092904,            0.056087,            0.021907,           0.0023717,           0.0080645,          0.00085781,          0.00034312,              0.1347,              2.0036,            0.091027,              0.0757,              0.0757,              0.0757
                  29,             0.10435,            0.045772,            0.019648,                   0,                   0,                   0,                   0,             0.13352,             0.77567,            0.099751,              0.0748,              0.0748,              0.0748
                  30,             0.10793,            0.042936,            0.020439,            0.002579,           0.0080645,          0.00086123,          0.00043061,             0.11873,              2.1901,            0.083328,              0.0739,              0.0739,              0.0739
                  31,             0.10419,            0.046698,            0.020271,            0.001898,           0.0080645,          0.00085038,          8.5038e-05,             0.10884,             0.49965,            0.053792,               0.073,               0.073,               0.073
                  32,            0.095099,            0.041718,            0.021818,            0.005163,            0.016129,           0.0018166,          0.00026774,             0.11347,             0.55597,            0.058286,              0.0721,              0.0721,              0.0721
                  33,            0.087361,            0.043841,            0.020415,           0.0022903,           0.0080645,          0.00085648,          0.00025694,             0.12024,              1.1878,            0.045565,              0.0712,              0.0712,              0.0712
                  34,            0.095024,            0.049292,            0.020693,            0.022645,           0.0080645,           0.0021248,          0.00021248,              0.1085,             0.40089,            0.050163,              0.0703,              0.0703,              0.0703
                  35,            0.091392,            0.047337,            0.022129,            0.039838,            0.016129,           0.0061537,           0.0013429,             0.10295,             0.98925,            0.044261,              0.0694,              0.0694,              0.0694
                  36,            0.093378,            0.047389,             0.02024,             0.49703,           0.0080645,           0.0092228,           0.0043411,            0.098859,             0.35143,            0.034113,              0.0685,              0.0685,              0.0685
                  37,            0.093423,            0.048211,            0.020311,             0.32976,            0.016129,             0.01327,           0.0017842,            0.097383,              1.0024,            0.024142,              0.0676,              0.0676,              0.0676
                  38,            0.086227,            0.044716,            0.019811,            0.039775,            0.016129,           0.0030037,             0.00122,            0.098702,             0.40592,            0.027607,              0.0667,              0.0667,              0.0667
                  39,            0.084776,            0.052356,            0.020554,            0.018765,            0.016129,           0.0027311,          0.00036944,             0.10367,              1.1174,            0.023058,              0.0658,              0.0658,              0.0658
                  40,            0.087733,            0.047502,             0.02155,             0.02251,            0.016129,           0.0095583,           0.0011543,            0.099636,             0.16212,            0.023338,              0.0649,              0.0649,              0.0649
                  41,            0.090616,            0.050414,            0.020469,            0.025897,           0.0080645,           0.0020769,          0.00086637,             0.10604,              0.8007,             0.03062,               0.064,               0.064,               0.064
                  42,            0.084598,            0.046255,            0.019518,             0.56326,            0.048387,            0.017019,           0.0026668,             0.10733,               0.152,            0.032335,              0.0631,              0.0631,              0.0631
                  43,            0.088841,            0.036491,            0.022112,            0.071186,             0.11606,            0.019646,           0.0032782,             0.10225,             0.29956,            0.034799,              0.0622,              0.0622,              0.0622
                  44,            0.087523,            0.038662,             0.01987,            0.089171,             0.11606,            0.019096,           0.0030232,             0.10396,             0.35525,            0.042633,              0.0613,              0.0613,              0.0613
                  45,            0.075717,            0.042452,            0.019337,              0.2195,             0.12973,            0.043642,            0.016034,             0.11425,             0.16813,            0.046339,              0.0604,              0.0604,              0.0604
                  46,            0.080851,            0.047329,            0.020768,            0.089073,             0.11606,            0.044683,           0.0067964,            0.097804,             0.30064,            0.031334,              0.0595,              0.0595,              0.0595
                  47,            0.081091,            0.044917,            0.021235,             0.14398,              0.3531,             0.10157,            0.027139,            0.097608,             0.11376,            0.024391,              0.0586,              0.0586,              0.0586
                  48,            0.080418,            0.044968,             0.02009,               0.606,             0.21774,             0.12715,            0.030602,            0.091319,             0.10933,            0.022432,              0.0577,              0.0577,              0.0577
                  49,            0.071303,            0.037878,            0.022515,            0.082334,             0.57153,            0.094703,            0.016814,             0.10109,            0.052965,            0.022556,              0.0568,              0.0568,              0.0568
                  50,            0.079965,            0.039359,            0.020787,             0.67557,             0.31452,             0.21215,            0.067753,            0.078956,            0.089215,            0.020511,              0.0559,              0.0559,              0.0559
                  51,            0.071335,            0.038382,             0.02018,             0.58965,             0.26613,             0.11683,            0.022539,            0.088694,            0.062378,            0.020751,               0.055,               0.055,               0.055
                  52,            0.077539,            0.038561,            0.019942,             0.69461,             0.35461,             0.31491,             0.10048,             0.07125,            0.073665,            0.020379,              0.0541,              0.0541,              0.0541
                  53,            0.072261,            0.040218,            0.022003,             0.67332,             0.34656,             0.23737,             0.07198,            0.066204,            0.099019,            0.020751,              0.0532,              0.0532,              0.0532
                  54,             0.06634,            0.045156,            0.019766,             0.72163,             0.29032,             0.31437,              0.0937,            0.066914,            0.057989,            0.020025,              0.0523,              0.0523,              0.0523
                  55,            0.067002,            0.042588,            0.019733,             0.73236,             0.24194,             0.22364,            0.057239,            0.073479,            0.067185,            0.020416,              0.0514,              0.0514,              0.0514
                  56,            0.074305,            0.034393,            0.023044,             0.80136,             0.30645,             0.32464,              0.1081,            0.077462,             0.04047,              0.0211,              0.0505,              0.0505,              0.0505
                  57,            0.073846,            0.038074,            0.020179,             0.74008,             0.31452,             0.30658,            0.095705,            0.072635,            0.051968,            0.021436,              0.0496,              0.0496,              0.0496
                  58,            0.061315,             0.04235,            0.019644,             0.19619,             0.76245,             0.35426,             0.11456,            0.060916,             0.05955,            0.020542,              0.0487,              0.0487,              0.0487
                  59,            0.064383,            0.039924,            0.020103,             0.22558,             0.63675,             0.32021,            0.087179,            0.074938,             0.03818,            0.020299,              0.0478,              0.0478,              0.0478
                  60,            0.073503,            0.035214,            0.020582,             0.22863,             0.75035,             0.39072,             0.10725,            0.061527,            0.044541,            0.020252,              0.0469,              0.0469,              0.0469
                  61,            0.067951,            0.033204,             0.02142,             0.26791,             0.55785,             0.29197,            0.058815,             0.06733,             0.03401,            0.020138,               0.046,               0.046,               0.046
                  62,            0.068398,            0.038323,            0.018402,             0.76244,             0.41129,              0.4302,             0.14009,            0.054997,            0.040061,            0.019787,              0.0451,              0.0451,              0.0451
                  63,            0.060092,            0.039962,            0.020571,             0.76568,              0.3629,             0.35548,             0.12011,            0.058089,            0.044417,            0.019651,              0.0442,              0.0442,              0.0442
                  64,            0.066711,            0.041151,            0.019453,             0.79852,             0.34653,             0.42182,             0.12498,            0.064162,            0.037179,             0.01906,              0.0433,              0.0433,              0.0433
                  65,            0.063617,            0.041628,            0.019442,             0.75271,             0.34614,             0.34461,            0.087631,            0.063861,            0.040769,            0.019155,              0.0424,              0.0424,              0.0424
                  66,            0.071768,            0.043001,             0.02073,             0.29343,             0.78331,             0.51504,             0.20256,            0.055532,            0.035472,            0.018835,              0.0415,              0.0415,              0.0415
                  67,            0.058707,            0.035024,             0.01864,             0.26488,              0.6906,             0.43992,             0.11123,            0.059864,            0.034864,            0.018973,              0.0406,              0.0406,              0.0406
                  68,            0.063943,            0.044473,            0.019866,             0.29288,             0.66094,             0.47074,             0.15611,             0.05776,             0.03685,            0.018926,              0.0397,              0.0397,              0.0397
                  69,             0.06164,            0.037937,            0.021194,             0.20572,             0.49895,             0.25988,             0.05244,            0.065269,            0.034494,            0.019054,              0.0388,              0.0388,              0.0388
                  70,             0.06229,            0.036215,              0.0183,             0.25167,             0.71003,             0.47543,              0.1697,            0.053134,            0.033992,            0.018809,              0.0379,              0.0379,              0.0379
                  71,            0.056908,            0.039592,            0.019791,             0.80347,             0.41129,             0.43458,             0.16937,            0.052155,            0.036096,            0.018729,               0.037,               0.037,               0.037
                  72,            0.053483,             0.03842,             0.01847,             0.25895,             0.69635,             0.47522,              0.1515,            0.052131,            0.034839,            0.018859,              0.0361,              0.0361,              0.0361
                  73,            0.054833,             0.03995,            0.018693,             0.86057,             0.35453,             0.44264,             0.18722,            0.051383,            0.034339,            0.018807,              0.0352,              0.0352,              0.0352
                  74,            0.055099,            0.037027,            0.018386,             0.32255,             0.59619,             0.47922,              0.1369,            0.056067,            0.034468,            0.018755,              0.0343,              0.0343,              0.0343
                  75,            0.058686,            0.039553,            0.017381,             0.27239,             0.65042,             0.49982,             0.21255,            0.054037,            0.033858,            0.018422,              0.0334,              0.0334,              0.0334
                  76,            0.054001,            0.034164,             0.01909,             0.36874,             0.60572,             0.46866,             0.15158,            0.054693,            0.035042,             0.01839,              0.0325,              0.0325,              0.0325
                  77,            0.057107,            0.036433,            0.019263,             0.28887,             0.71849,             0.53815,             0.26506,            0.049236,            0.034544,              0.0182,              0.0316,              0.0316,              0.0316
                  78,            0.055648,            0.040203,            0.018183,             0.31322,             0.54971,             0.36256,            0.074756,            0.063599,            0.034885,             0.01799,              0.0307,              0.0307,              0.0307
                  79,            0.060809,            0.035915,            0.018662,             0.39102,              0.6094,              0.5542,             0.24261,            0.048905,            0.034237,            0.017684,              0.0298,              0.0298,              0.0298
                  80,            0.053649,             0.03534,             0.01994,             0.38485,             0.67216,             0.52821,             0.14695,            0.054266,             0.03415,             0.01757,              0.0289,              0.0289,              0.0289
                  81,            0.052795,            0.035077,            0.016689,              0.3291,             0.67322,             0.56198,             0.22568,            0.049949,            0.033646,            0.017376,               0.028,               0.028,               0.028
                  82,            0.051002,            0.032241,             0.01832,             0.33913,             0.66971,              0.4538,             0.15841,            0.052656,            0.034117,            0.017311,              0.0271,              0.0271,              0.0271
                  83,            0.052723,            0.037231,            0.018015,             0.38327,             0.62623,             0.54547,             0.23786,            0.051703,             0.03327,            0.017281,              0.0262,              0.0262,              0.0262
                  84,            0.051486,            0.035707,            0.016804,             0.33635,             0.63711,             0.40302,              0.1266,            0.055354,            0.033305,            0.017177,              0.0253,              0.0253,              0.0253
                  85,            0.054121,            0.037438,            0.015576,             0.37657,             0.72736,             0.57732,              0.2662,            0.049197,            0.032744,            0.017275,              0.0244,              0.0244,              0.0244
                  86,            0.049512,            0.035351,            0.016656,             0.37364,             0.66655,             0.48769,             0.20505,            0.049744,            0.032616,            0.017217,              0.0235,              0.0235,              0.0235
                  87,            0.052891,            0.035008,            0.017931,             0.44209,             0.65849,             0.54936,             0.27418,            0.046306,             0.03224,            0.017265,              0.0226,              0.0226,              0.0226
                  88,            0.050783,            0.037661,            0.017129,             0.38538,             0.68829,             0.51066,             0.22423,            0.048951,            0.032331,            0.017369,              0.0217,              0.0217,              0.0217
                  89,            0.049942,            0.036157,            0.018308,             0.40569,             0.71003,             0.56097,             0.28405,            0.045988,             0.03215,            0.017361,              0.0208,              0.0208,              0.0208
                  90,             0.05003,            0.035632,            0.017284,             0.41188,             0.76157,             0.57556,             0.23421,             0.04688,            0.031333,            0.016844,              0.0199,              0.0199,              0.0199
                  91,            0.048455,            0.035989,             0.01752,             0.41363,             0.78331,             0.62139,             0.28715,            0.045387,              0.0313,            0.016689,               0.019,               0.019,               0.019
                  92,            0.049871,            0.032793,            0.017432,             0.45779,             0.70196,             0.60323,             0.20226,            0.048199,            0.031453,            0.016616,              0.0181,              0.0181,              0.0181
                  93,            0.047542,            0.034481,            0.017527,             0.53127,              0.7237,             0.63298,             0.24528,            0.045144,            0.031218,            0.016527,              0.0172,              0.0172,              0.0172
                  94,            0.046932,             0.03685,            0.017523,             0.61342,             0.67898,             0.66948,             0.24286,            0.045691,            0.030863,             0.01628,              0.0163,              0.0163,              0.0163
                  95,            0.047113,            0.037397,             0.01641,             0.59559,             0.75351,             0.71962,             0.31352,            0.044503,            0.030801,            0.016281,              0.0154,              0.0154,              0.0154
                  96,            0.045384,            0.030943,             0.01708,             0.64859,             0.73738,             0.72559,              0.2974,            0.045664,            0.031093,            0.016198,              0.0145,              0.0145,              0.0145
                  97,            0.045874,             0.03446,            0.018044,             0.66957,             0.72865,              0.7273,             0.33289,              0.0439,            0.031108,            0.016222,              0.0136,              0.0136,              0.0136
                  98,            0.044666,            0.038847,            0.015662,             0.68774,              0.7418,             0.74271,             0.31861,            0.043518,            0.031157,            0.016028,              0.0127,              0.0127,              0.0127
                  99,            0.046106,            0.033299,            0.016858,             0.69357,              0.7505,             0.75666,             0.37234,             0.04403,            0.030898,            0.015985,              0.0118,              0.0118,              0.0118
